song,song_id,artist,artist_id,category,genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Marigold,2YZZ8qsDdvC008LgtpMoI6,Periphery,6d24kC5fxHFOSEAmjQPPhc,metal,"['djent', 'melodic', 'progressive']",0.211,0.949,0.0,-5.724,0.0,0.214,0.00222,0.000535,0.103,0.0642,105.578,439840.0,4.0
Flying Whales,6SJ2LK3yMdGzC4AEcXJZo4,Gojira,0GDGKpJFhVpcjIGF8N6Ewt,metal,"['french', 'progressive', 'metal', 'alternative', 'nu']",0.267,0.924,7.0,-3.755,0.0,0.0818,0.000237,0.0362,0.19,0.209,95.431,464453.0,4.0
Dystopia,5KoxT3w69A1cGjfbYAtgXl,TesseracT,23ytwhG1pzX6DIVWRWvW1r,metal,"['djent', 'progressive']",0.44,0.628,2.0,-9.48,1.0,0.038,0.00504,0.0942,0.119,0.101,119.148,411305.0,4.0
Selkies: The Endless Obsession,7rJPkmJs8zkdyGJzkjdCif,Between The Buried And Me,2JC4hZm1egeJDEolLsMwZ9,metal,"['deathcore', 'alternative', 'djent', 'melodic', 'north', 'mathcore', 'jazz']",0.266,0.942,6.0,-5.61,0.0,0.145,0.000189,0.113,0.13699999999999998,0.3,99.774,443267.0,4.0
March to the Sea,0qV5H8ttAXxb1An0rmG2bw,Baroness,3KdXhEwbqFHfNfSk7L9E87,metal,"['sludge', 'post-doom', 'progressive', 'alternative']",0.537,0.908,0.0,-6.0360000000000005,1.0,0.0693,0.0008210000000000001,0.197,0.108,0.254,120.112,191427.0,4.0
Veil of Maya,3SZn66k8OQsUk9tCby1OaN,Cynic,5nXldeedEas60jZnMi40p4,metal,"['florida', 'progressive', 'djent', 'miami', 'death', 'technical', 'jazz']",0.318,0.992,9.0,-7.119,0.0,0.106,0.000278,0.196,0.113,0.102,130.436,320560.0,4.0
The Motherload,6EF0xhfKtQNqUPz2mnE5BD,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,metal,"['hard', 'sludge', 'progressive', 'metal', 'alternative', 'atlanta', 'stoner', 'nu', 'rock']",0.363,0.971,5.0,-2.974,0.0,0.0776,7.1e-06,0.00358,0.0797,0.34700000000000003,146.018,299787.0,4.0
Of Mind - Nocturne,0T9nGr2vBMrFJ6BbYobcKs,TesseracT,23ytwhG1pzX6DIVWRWvW1r,metal,"['djent', 'progressive']",0.573,0.923,11.0,-5.5120000000000005,0.0,0.0634,0.00027,0.000272,0.051,0.451,130.007,350307.0,3.0
The Coma Machine,5EM6ySpK1SYeof4jm72psM,Between The Buried And Me,2JC4hZm1egeJDEolLsMwZ9,metal,"['deathcore', 'alternative', 'djent', 'melodic', 'north', 'mathcore', 'jazz']",0.273,0.971,7.0,-4.495,1.0,0.139,7e-05,0.00079,0.284,0.249,145.088,455920.0,4.0
Stray The Skies,1TRnYoD4ICAX6FRxcRQ2sM,VOLA,1HQjBwlj8FSHMhVaNQ4tEI,metal,"['djent', 'progressive']",0.34700000000000003,0.8540000000000001,6.0,-4.489,1.0,0.0411,4.31e-05,0.0,0.155,0.41,77.016,253347.0,4.0
Oblivion,4Ynr1SPCeUI0W0YPeSFSIK,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,metal,"['hard', 'sludge', 'progressive', 'metal', 'alternative', 'atlanta', 'stoner', 'nu', 'rock']",0.261,0.938,5.0,-5.125,0.0,0.086,9.92e-05,0.0106,0.301,0.256,132.47,346573.0,3.0
Daddy,2v3qNxVzduFv8RmBKDoGi8,Devin Townsend,6uejjWIOshliv2Ho0OJAQN,metal,"['progressive', 'canadian', 'vancouver', 'alternative']",0.623,0.5329999999999999,9.0,-16.008,1.0,0.0368,0.2,0.637,0.374,0.578,104.063,311187.0,4.0
1985,3Llikc7f9KKGYwbrEfAYtk,Haken,2SRIVGDkdqQnrQdaXxDkJt,metal,"['progressive', 'jazz', 'symphonic']",0.526,0.93,6.0,-4.869,0.0,0.0527,0.000388,0.0117,0.0713,0.66,142.005,548747.0,1.0
Lucidity,5dTOTVPgdnEqFcLr3OSHuB,Soen,38uWD5h115pdz278q4rwZW,metal,"['swedish', 'progressive', 'alternative']",0.274,0.34700000000000003,9.0,-9.312,0.0,0.031,0.0801,0.0117,0.157,0.16,136.349,394905.0,3.0
Acid Rain,7D1wLtyGaUppoqMleM6VqT,Liquid Tension Experiment,0r1s1XoxdoXECGfyChzb2v,metal,"['neo', 'shred', 'progressive', 'instrumental', 'jazz']",0.414,0.945,9.0,-4.66,1.0,0.0897,0.000333,0.479,0.314,0.565,145.014,396067.0,4.0
Blood,5i3TJgAczs6qScrOW0WAWI,OSI,1SDL0IuBpmrqx7Jag5HWdQ,metal,"['neo-progressive', 'progressive', 'symphonic']",0.517,0.495,6.0,-10.467,1.0,0.0284,0.0394,0.7879999999999999,0.0928,0.0398,159.96200000000005,326800.0,4.0
Hyperdrive,1Mju1koP7vTo5llp8r2tGc,Devin Townsend,6uejjWIOshliv2Ho0OJAQN,metal,"['progressive', 'canadian', 'vancouver', 'alternative']",0.463,0.98,7.0,-4.7860000000000005,0.0,0.11,0.000912,0.8320000000000001,0.693,0.21,156.001,227920.0,4.0
Cockroach King,0J1CIpL8IuUf0OyijwkMFj,Haken,2SRIVGDkdqQnrQdaXxDkJt,metal,"['progressive', 'jazz', 'symphonic']",0.546,0.633,6.0,-6.287000000000001,0.0,0.0309,0.0366,0.000127,0.478,0.426,170.148,494573.0,4.0
Bloodline,27uDL5cAoMijxbDLfaz9Xv,Slayer,1IQ2e1buppatiN1bxUVkrk,metal,"['thrash', 'hard', 'old', 'speed', 'metal', 'alternative', 'nu', 'rock', 'death']",0.408,0.971,9.0,-3.876,1.0,0.125,5.7e-05,0.191,0.135,0.237,118.445,216973.0,4.0
District of Misery,257bEZ22RZz4epQ4YHkTKP,Oceano,79A0IUxQD9skV7LVjPq53s,metal,"['deathcore', 'melodic', 'progressive']",0.599,0.988,6.0,-3.337,1.0,0.233,0.000202,0.478,0.0927,0.0541,124.993,194653.0,4.0
ICH TU DIR WEH,7ritPWOWvsthxFDxOz1OjH,Rammstein,6wWVKhxIU2cEi0K81v7HvP,metal,"['german', 'alternative', 'industrial', 'nu', 'neue']",0.295,0.878,2.0,-5.034,1.0,0.0541,0.00112,0.191,0.113,0.295,165.083,301853.0,3.0
Tempting Time,3TwKLIOl2hIPDE7z7rvOH3,Animals As Leaders,65C6Unk7nhg2aCnVuAPMo8,metal,"['djent', 'progressive', 'instrumental', 'jazz']",0.17,0.931,1.0,-5.176,0.0,0.0832,2.3800000000000006e-05,0.915,0.165,0.102,170.097,323933.0,4.0
World Painted Blood,4WFYHBYhFA6tmCRYKng2MB,Slayer,1IQ2e1buppatiN1bxUVkrk,metal,"['thrash', 'hard', 'old', 'speed', 'metal', 'alternative', 'nu', 'rock', 'death']",0.476,0.994,10.0,-3.19,0.0,0.175,0.00024700000000000004,0.152,0.0793,0.126,92.865,353133.0,4.0
Dialectic Chaos,2Sl9U6mLbNeaE9lT9C32Td,Megadeth,1Yox196W7bzVNZI7RBaPnf,metal,"['thrash', 'hard', 'old', 'speed', 'metal', 'alternative', 'melodic', 'rock', 'album']",0.16,0.982,0.0,-2.715,1.0,0.0761,2.8e-06,0.847,0.0996,0.21600000000000005,83.458,145813.0,4.0
"Thank You, Pain",0DNqmTzg21AVqL4WFDZ9OT,The Agonist,3NrGqWwh6dKk99v1UFqQak,metal,"['melodic', 'quebec', 'canadian', 'slayer']",0.324,0.978,8.0,-2.854,1.0,0.157,0.00025,0.526,0.404,0.388,194.943,224547.0,4.0
Wanderlust,5YSR67UAwL3LhBqqccfQyy,Every Time I Die,0o7WWONtleH6PWLn5GIoCM,metal,"['chaotic', 'screamo', 'melodic', 'metalcore', 'post-hardcore', 'buffalo']",0.259,0.952,10.0,-4.175,1.0,0.134,0.00019,0.0,0.405,0.212,107.977,250307.0,3.0
Hurting Not Helping,6OVzJOLKXD2Cg5XurQdyfr,Bury Your Dead,2cGTjGiqVo9E2NQIz3lP9D,metal,"['deathcore', 'melodic', 'metalcore', 'christian']",0.518,0.947,11.0,-4.28,0.0,0.136,2.5e-06,0.5820000000000001,0.392,0.199,120.0,250027.0,4.0
I Walk Alone,5m8JHIXmasB1qOPCzfGVBr,Jorn,5SaDyTQkjAAdrsmhPzrmw2,metal,"['neo', 'power', 'hard', 'progressive', 'metal', 'melodic']",0.381,0.915,1.0,-3.804,1.0,0.092,0.00288,1.74e-06,0.422,0.485,143.916,267880.0,4.0
Evisceration Plague,1Ds58cpyJzL0YTKk02vh1C,Cannibal Corpse,0yLwGBQiBqhXOvmTfH2A7n,metal,"['metal', 'death', 'buffalo', 'brutal']",0.29100000000000004,0.98,1.0,-5.138,1.0,0.153,0.00127,0.091,0.102,0.257,79.792,270920.0,4.0
Unleashed,2EO2MCzUHcZ1L8NWx2vYSJ,Epica,5HA5aLY3jJV7eimXWkRBBp,metal,"['power', 'symphonic', 'gothic', 'dutch', 'opera']",0.243,0.931,11.0,-2.7310000000000003,0.0,0.0915,0.004370000000000001,0.0143,0.07200000000000001,0.333,94.007,348333.0,3.0
Spellbound,4DXswc4p8mel7E6C1ZSHDq,Lacuna Coil,4OAddazJM576euUnFSvXSL,metal,"['symphonic', 'slayer', 'alternative', 'gothic', 'italian']",0.318,0.924,9.0,-2.768,0.0,0.0551,0.00105,0.00183,0.342,0.285,184.101,201147.0,4.0
In Ashes They Shall Reap,30BcmKXRKTCwIGFF0gGfOx,Hatebreed,17Mb968quDHpjCkIyq30QV,metal,"['rap', 'hardcore', 'alternative', 'melodic', 'connecticut', 'metalcore', 'industrial', 'nu']",0.623,0.957,4.0,-3.719,1.0,0.0493,0.0122,1.7e-05,0.129,0.39,122.467,201027.0,4.0
Death Dies Hard,3pF7ccBtOdiA7eWCTTv2E6,Deathstars,4Tg06Sex4LzwcgVdfRrHlp,metal,"['gothic', 'cyber', 'metal', 'industrial']",0.484,0.926,9.0,-4.262,0.0,0.0691,2.24e-05,0.00282,0.116,0.297,136.03,201440.0,4.0
Ov Fire and the Void,7fire0gDtWtq39qQLJVfev,Behemoth,1MK0sGeyTNkbefYGj673e9,metal,"['pagan', 'metal', 'black', 'death', 'polish']",0.465,0.978,1.0,-4.34,1.0,0.084,2.98e-05,0.6459999999999999,0.0268,0.13,129.994,267320.0,4.0
April Rain,62UFmoyvhEqx8GobjdUUry,Delain,6pIRdCtSE5hLFfIfcTAicI,metal,"['power', 'symphonic', 'slayer', 'melodic', 'gothic', 'dutch']",0.359,0.84,0.0,-5.001,0.0,0.0753,0.0018,0.00883,0.0695,0.312,145.114,276973.0,4.0
Silver Bride,7caiS3PRiDhWF2fQgEN5wv,Amorphis,2UOVgpgiNTC6KK0vSC77aD,metal,"['power', 'progressive', 'metal', 'melodic', 'gothic', 'finnish', 'folk']",0.455,0.95,10.0,-4.149,1.0,0.0436,0.000128,0.00512,0.0494,0.317,124.012,253400.0,4.0
Starting Over,3hOTzNEmxnqrS6MH4tV77F,Killswitch Engage,37394IP6uhnjIpsawpMu4l,metal,"['boston', 'alternative', 'melodic', 'metalcore', 'nu']",0.398,0.996,5.0,-3.252,0.0,0.136,2.81e-05,0.011,0.711,0.162,184.036,231173.0,4.0
Disengage,2SGmVE90PzF7iSbRbToHnk,Suicide Silence,6HZr7Fs2VfV1PYHIwo8Ylc,metal,"['deathcore', 'melodic', 'screamo', 'metalcore']",0.298,0.968,6.0,-2.684,1.0,0.123,1.5e-05,0.00932,0.0952,0.221,100.004,244533.0,4.0
Wither,4MY2jh37Rir45QH6YAkB8W,Dream Theater,2aaLAng2L2aWD2FClzwiep,metal,"['neo', 'rock', 'progressive', 'metal']",0.546,0.738,10.0,-5.2639999999999985,0.0,0.0288,0.00528,1.34e-06,0.12,0.192,115.987,325960.0,4.0
In Your Words,0ySuAMumI22t37FyJWdDCc,Lamb of God,3JFsVIxOn7STeilPICkkB2,metal,"['metal', 'alternative', 'melodic', 'nu', 'groove', 'virginia']",0.417,0.973,2.0,-3.136,1.0,0.179,3.5700000000000014e-05,0.364,0.365,0.0791,112.395,324667.0,3.0
Forgive And Forget,5lnhmR6sRpEr3N3Nuu0TNe,Miss May I,2OTuoIi28WybVbVcykc237,metal,"['deathcore', 'screamo', 'post-screamo', 'melodic', 'metalcore']",0.51,0.987,1.0,-2.375,0.0,0.139,0.000172,0.0,0.27,0.147,114.999,212693.0,4.0
Prehistoric Dog,31joRJoijYOGBIW4444Fwk,Red Fang,3u4HBuoQ4dgPBzX2Q9uf5S,metal,"['portland', 'sludge', 'stoner']",0.199,0.918,11.0,-4.654,1.0,0.122,2.89e-06,0.27,0.187,0.334,151.399,268280.0,4.0
Resurrection By Erection,20JQURYIb4mL30kr0rIloU,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,metal,"['german', 'power', 'metal']",0.181,0.927,3.0,-3.702,0.0,0.0623,3.18e-05,5.07e-06,0.0849,0.249,156.187,230707.0,4.0
Cafo,1ZfnGTUnha3QHj3KFmub0W,Animals As Leaders,65C6Unk7nhg2aCnVuAPMo8,metal,"['djent', 'progressive', 'instrumental', 'jazz']",0.399,0.94,4.0,-6.686,1.0,0.0915,1.7e-05,0.815,0.348,0.132,154.999,401120.0,3.0
Rebel Yell,2njA611I0vuqOyeq356mGO,Dope,7fWgqc4HJi3pcHhK8hKg2p,metal,"['rap', 'industrial', 'alternative', 'nu']",0.32299999999999995,0.947,10.0,-4.234,0.0,0.0912,0.000102,0.141,0.272,0.311,166.98,245053.0,4.0
Dez Moines,05NRKMTDuXA5ehLLe0wtL0,The Devil Wears Prada,0NbQe5CNgh4YApOCDuHSjb,metal,"['post-hardcore', 'melodic', 'metalcore', 'christian']",0.426,0.981,10.0,-2.749,1.0,0.162,0.000537,0.0,0.35700000000000004,0.0983,150.05200000000005,243600.0,4.0
Eyes Of A Panther,68ZY22YJeDxvcpQCg6u6SX,Steel Panther,3l02WF362j1oHOurzuseBv,metal,"['glam', 'comic', 'hard', 'metal', 'sleaze', 'rock']",0.38,0.961,5.0,-3.323,0.0,0.14300000000000002,0.0007440000000000001,0.0,0.0924,0.5770000000000001,178.044,216973.0,4.0
White Washed,4OHUzlhNRwXzz6v9S0vz39,August Burns Red,5p9CTsn5ueGU4oScNX1axu,metal,"['melodic', 'screamo', 'metalcore', 'christian']",0.206,0.966,10.0,-5.266,0.0,0.0662,6.86e-06,0.125,0.453,0.332,106.185,226253.0,4.0
"Raise Your Fist, Evangelist",2H2Ul6Non4ZwDNoE3nhBwO,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,metal,"['german', 'power', 'metal']",0.321,0.861,9.0,-3.671,1.0,0.0511,0.000122,5.25e-06,0.307,0.27,112.045,239813.0,1.0
Vodka,2k6dU3c2IBotzynOyevHJx,Korpiklaani,521Yl3LUvD7G9dMRO4fpCy,metal,"['power', 'viking', 'metal', 'finnish', 'folk', 'nordic']",0.353,0.96,7.0,-5.587999999999999,1.0,0.227,6.17e-05,0.000371,0.926,0.267,180.06099999999995,179653.0,4.0
PUSSY,50AB24h51HlBrp6PqOg50k,Rammstein,6wWVKhxIU2cEi0K81v7HvP,metal,"['german', 'alternative', 'industrial', 'nu', 'neue']",0.573,0.773,7.0,-4.629,1.0,0.0442,0.00158,0.0957,0.0734,0.541,134.977,239080.0,4.0
Take It Out On Me,1RXoCep9hxApPfx8UFsGZk,Thousand Foot Krutch,6GfiCQDFYANz5wUkSmb3Dr,metal,"['rap', 'canadian', 'alternative', 'christian', 'nu']",0.465,0.813,7.0,-4.3210000000000015,1.0,0.0841,0.00281,0.0,0.0464,0.614,148.029,197373.0,4.0
Black Crow on a Tombstone,0ceibOL5IiWDOeBv2PYUGS,Satyricon,221Rd0FvVxMx7eCbWqjiKd,metal,"['pagan', 'symphonic', 'metal', 'norwegian', 'black']",0.629,0.914,2.0,-5.199,1.0,0.0461,2.79e-05,0.708,0.325,0.322,119.904,230000.0,4.0
Berzerker,5s94b6869nrVpi7rymnzoP,After The Burial,0uNj4RxFjG0iVPlZS753en,metal,"['deathcore', 'minneapolis', 'progressive', 'djent', 'melodic', 'metalcore']",0.311,0.99,10.0,-3.889,0.0,0.21,8.95e-06,0.5670000000000001,0.336,0.126,105.654,340747.0,4.0
Shockwave,7rxFdAdDflJZMXZCkGAlNp,Black Tide,7wMYATkanaMX5FH4GMVZ4E,metal,['miami'],0.362,0.994,0.0,-2.6260000000000003,1.0,0.19,1.62e-05,0.000909,0.0821,0.3,185.138,217533.0,4.0
Abandon,0QncsK0L2cirRsH6IOQSnl,Backyard Babies,4ASJkb9HOe3Vz5ZaXOjnfN,metal,"['action', 'swedish', 'glam', 'punk', 'sleaze']",0.424,0.823,1.0,-6.279,1.0,0.0457,0.00184,0.000169,0.142,0.207,153.018,258080.0,4.0
Bite The Bullet,7KBTHct57jsgg9RIWgPMv3,Bullet,6e8DrBevl7KCm0Kfse6fvB,metal,"['nwothm', 'swedish']",0.462,0.884,2.0,-6.231,1.0,0.0469,1.89e-05,0.411,0.107,0.334,152.055,163800.0,4.0
The Death of Love,0wkscODHkDKzOU21rIgHy2,Cradle Of Filth,0NTSMFFapnyZfvmCwzcYPd,metal,"['symphonic', 'metal', 'gothic', 'black', 'nu', 'british']",0.555,0.959,2.0,-4.212,0.0,0.0403,0.000974,0.00339,0.39,0.396,109.968,433707.0,4.0
Crewcabanger,74pbWzocRQA7d2L8qorheB,Chelsea Grin,4UgQ3EFa8fEeaIEg54uV5b,metal,"['deathcore', 'melodic', 'screamo', 'metalcore']",0.276,0.862,9.0,-7.728,1.0,0.149,0.000994,0.536,0.0882,0.202,144.255,222586.0,4.0
Possession,0cPaBdPEXviKoAjcWJqI9M,Whitechapel,5274obTQJjzjyycRyJlfml,metal,"['deathcore', 'melodic', 'metalcore', 'tennessee']",0.321,0.995,9.0,-5.608,1.0,0.191,0.000545,0.00271,0.213,0.0634,128.22,304307.0,4.0
Anubis,2RMG3QSgPaSaQPHRODEj2F,Septicflesh,5MlEt7qqXqNSReeX76xK6b,metal,"['symphonic', 'greek', 'metal', 'melodic', 'death']",0.362,0.713,7.0,-4.718,1.0,0.0459,3.32e-05,0.946,0.44,0.124,79.987,257680.0,3.0
Frozen Angel,0qwHMBslXUZo7ePfVYnU5X,Norther,7FYqu76teK16FSlw4ZYFhW,metal,"['viking', 'metal', 'melodic', 'finnish', 'folk']",0.422,0.954,2.0,-4.018,1.0,0.0653,3.34e-05,8.87e-05,0.174,0.271,87.552,246827.0,4.0
My Will Be Done,76u2aab2a33Ohs7dOKoUOa,Unearth,44wJRGNtWywCUJZug8FJg3,metal,"['deathcore', 'boston', 'melodic', 'metalcore', 'nu']",0.219,0.921,7.0,-5.6629999999999985,1.0,0.0787,1.3699999999999998e-05,0.0515,0.123,0.535,166.30700000000004,217133.0,4.0
All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,rock,"['psychedelic', 'classic', 'acid', 'blues', 'rock', 'album']",0.438,0.805,8.0,-6.237,1.0,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800.0,4.0
Back In Black,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,711MCceyCBcFnzjGY4Q7Un,rock,"['rock', 'hard', 'australian', 'album']",0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0,4.0
Baba O'Riley,2KmEgiY8fQs0G6WNxtzQKr,The Who,67ea9eGLXYMsO2eYQRui3w,rock,"['roots', 'hard', 'psychedelic', 'classic', 'mellow', 'blues', 'rock', 'british', 'art', 'folk', 'album']",0.489,0.7240000000000001,5.0,-8.367,1.0,0.0352,0.313,0.185,0.287,0.15,117.292,300400.0,4.0
Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,Aerosmith,7Ey4PD4MYsKc5I2dolUwbH,rock,"['rock', 'classic', 'hard', 'album']",0.38,0.76,9.0,-10.961,1.0,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133.0,4.0
Another One Bites The Dust - Remastered 2011,57JVGBtBLCfHw2muk5416J,Queen,1dfeR4HaWDbWqFHLkxsg1d,rock,"['rock', 'classic', 'glam']",0.933,0.528,5.0,-6.472,0.0,0.162,0.112,0.329,0.163,0.7559999999999999,109.975,214653.0,4.0
Light My Fire,5uvosCdMlFdTXhoazkTI5R,The Doors,22WZ7M8sxp5THdruNY3gXt,rock,"['psychedelic', 'classic', 'acid', 'rock', 'album']",0.413,0.725,3.0,-5.787000000000001,0.0,0.0324,0.369,2.1600000000000007e-05,0.0905,0.44,124.618,429760.0,4.0
American Girl,7MRyJPksH3G2cXHN8UKYzP,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,rock,"['roots', 'hard', 'psychedelic', 'classic', 'mellow', 'soft', 'country', 'heartland', 'rock', 'pop', 'folk', 'album']",0.55,0.8240000000000001,2.0,-5.988,1.0,0.0334,0.448,0.000127,0.366,0.777,114.512,214733.0,4.0
House Of The Rising Sun,61Q9oJNd9hJQFhSDh6Qlap,The Animals,3ICflSq6ZgYAIrm2CTkfVP,rock,"['rock-and-roll', 'psychedelic', 'classic', 'blues', 'rock', 'british', 'protopunk', 'folk', 'album']",0.315,0.534,9.0,-7.552,0.0,0.031,0.000825,0.108,0.101,0.28300000000000003,116.891,269720.0,3.0
Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,Bob Dylan,74ASZWbe4lXaubB36ztrGX,rock,"['roots', 'classic', 'mellow', 'singer-songwriter', 'country', 'rock', 'folk', 'album']",0.483,0.721,0.0,-6.836,1.0,0.032,0.7290000000000001,0.0,0.189,0.562,95.261,369600.0,4.0
Sunshine Of Your Love,2K2M0TcglCRLLpFOzKeFZA,Cream,74oJ4qxwOZvX6oSsu1DGnw,rock,"['roots', 'hard', 'supergroup', 'psychedelic', 'classic', 'blues', 'rock', 'art', 'folk', 'album']",0.6829999999999999,0.594,2.0,-8.289,1.0,0.0347,0.385,8.609999999999999e-05,0.121,0.7340000000000001,115.099,250400.0,4.0
Sweet Home Alabama,4CJVkjo5WpmUAKp3R44LNb,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,rock,"['hard', 'classic', 'mellow', 'soft', 'blues', 'country', 'southern', 'rock', 'album']",0.597,0.605,7.0,-12.013,1.0,0.0255,0.181,0.000331,0.118,0.8859999999999999,97.782,281147.0,4.0
Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,rock,"['roots', 'classic', 'swamp', 'country', 'southern', 'rock']",0.64,0.6629999999999999,0.0,-7.516,1.0,0.0374,0.201,0.00806,0.152,0.6629999999999999,132.77,140773.0,4.0
"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,rock,"['symphonic', 'psychedelic', 'classic', 'progressive', 'rock', 'art', 'album']",0.6940000000000001,0.394,0.0,-15.880999999999998,1.0,0.0428,0.0781,0.000677,0.247,0.7190000000000001,104.126,238747.0,4.0
The Chain,2X6gdRlGOQgfaXU9ALUQFQ,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,rock,"['yacht', 'classic', 'mellow', 'soft', 'rock', 'album']",0.546,0.529,9.0,-13.6,1.0,0.0436,0.0629,0.000567,0.0383,0.574,151.727,271000.0,4.0
Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,rock,"['psychedelic', 'classic', 'blues', 'rock']",0.453,0.464,2.0,-10.96,1.0,0.0431,0.302,5.96e-05,0.152,0.6579999999999999,93.19,271333.0,4.0
The Joker,371VkfwKiXJxgH5ZPoQNHD,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,rock,"['roots', 'hard', 'psychedelic', 'classic', 'mellow', 'soft', 'blues', 'country', 'heartland', 'rock', 'folk', 'album']",0.596,0.448,5.0,-9.616,1.0,0.0396,0.365,5.3e-06,0.206,0.7959999999999999,83.29299999999998,264504.0,4.0
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,rock,"['roots', 'hard', 'psychedelic', 'classic', 'mellow', 'acid', 'blues', 'country', 'rock', 'art', 'folk', 'album']",0.438,0.71,2.0,-12.412,1.0,0.0919,0.262,0.537,0.221,0.53,145.928,210373.0,4.0
For What It's Worth,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,rock,"['roots', 'psychedelic', 'classic', 'mellow', 'soft', 'blues', 'country', 'rock', 'folk']",0.653,0.519,2.0,-10.164,1.0,0.0497,0.406,0.0209,0.101,0.8220000000000001,98.883,153693.0,4.0
More Than a Feeling,32kgOw8wejH7zUhtXCM8DH,Boston,29kkCKKGXheHuoO829FxWK,rock,"['hard', 'classic', 'mellow', 'soft', 'country', 'rock', 'art', 'album']",0.377,0.682,7.0,-8.039,1.0,0.0299,0.0008939999999999998,0.00217,0.0504,0.28800000000000003,108.736,285133.0,4.0
Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,"['classic', 'mellow', 'soft', 'blues', 'rock', 'album']",0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400.0,4.0
Somebody to Love,4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,2qFr8w5sWUITRlzZ9kZotF,rock,"['roots', 'psychedelic', 'classic', 'acid', 'rock', 'folk']",0.504,0.578,4.0,-9.302,1.0,0.031,0.408,0.0,0.321,0.654,132.411,174840.0,4.0
Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,rock,"['glam', 'psychedelic', 'classic', 'permanent', 'singer-songwriter', 'rock', 'dance', 'art']",0.575,0.318,0.0,-16.729,1.0,0.109,0.6829999999999999,0.000202,0.0934,0.385,104.522,254173.0,4.0
Tom Sawyer,3QZ7uX97s82HFYSmQUAN1D,Rush,2Hkut4rAAyrQxRdof7FVJq,rock,"['hard', 'classic', 'progressive', 'canadian', 'metal', 'rock', 'art', 'album']",0.536,0.901,9.0,-7.211,1.0,0.0374,0.00145,0.0186,0.06,0.6659999999999999,87.559,276880.0,4.0
When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,Prince,5a2EaR3hamoenG9rDuVn8j,rock,"['motown', 'funk', 'synth', 'minneapolis']",0.7290000000000001,0.989,9.0,-4.613,0.0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,352906.0,4.0
Every Breath You Take - Remastered 2003,2sXp9Qmvc7mRaDBjBgcGGi,The Police,5NGO30tJxFlKixkPSgXcFE,rock,"['new', 'classic', 'mellow', 'permanent', 'soft', 'rock', 'dance', 'art', 'album']",0.813,0.46,1.0,-9.78,1.0,0.0346,0.56,0.0105,0.0724,0.7290000000000001,117.387,253887.0,4.0
(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,rock,"['hard', 'classic', 'soft', 'metal', 'blues', 'rock', 'art', 'album']",0.333,0.927,9.0,-8.55,0.0,0.0733,0.0029,0.000208,0.297,0.385,141.466,308120.0,4.0
