song,song_id,artist,artist_id,category,genres,audio_ft_danceability,audio_ft_energy,audio_ft_key,audio_ft_loudness,audio_ft_mode,audio_ft_speechiness,audio_ft_acousticness,audio_ft_instrumentalness,audio_ft_liveness,audio_ft_valence,audio_ft_tempo,audio_ft_duration_ms,audio_ft_time_signature
Little Red Rooster,3Gq3uFAdJltar4ddwboPby,Willie Dixon,5v8WPpMk60cqZbuZLdXjKY,blues,"['jump', 'acoustic', 'blues', 'traditional', 'electric', 'chicago']",0.584,0.278,4.0,-18.566,1.0,0.0312,0.55,0.21,0.255,0.75,81.712,215027.0,4.0
I'm Tore Down,2Qj1FilGsXITZbFVmVeoLy,Freddie King,5dCuFngSPyOOnTAvrC7v2s,blues,"['classic', 'texas', 'blues', 'traditional', 'electric']",0.64,0.496,2.0,-11.124,1.0,0.0413,0.616,4.63e-05,0.183,0.954,116.632,253333.0,4.0
"Damn Right, I've Got the Blues",2FtX5tOFUVOyjcGQiuGR8f,Buddy Guy,2gCsNOpiBaMNh20jQ5prf0,blues,"['classic', 'soul', 'modern', 'blues', 'country', 'traditional', 'electric', 'chicago']",0.353,0.921,2.0,-5.64,1.0,0.0758,0.0488,0.065,0.314,0.526,145.589,271653.0,3.0
Boogie Chillen,5oyKFxTeInGiLn7MVTqmMR,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,blues,"['memphis', 'classic', 'soul', 'blues', 'traditional', 'electric', 'delta']",0.6779999999999999,0.272,4.0,-10.415,1.0,0.0525,0.858,0.0236,0.109,0.378,149.128,189507.0,4.0
Help Me,0RYe9pP6Fa3jzEh1n0RZou,Sonny Boy Williamson II,69VgCcXFV59QuQWEXSTxfK,blues,"['rock-and-roll', 'acoustic', 'blues', 'country', 'traditional', 'harmonica', 'chicago', 'delta']",0.723,0.35700000000000004,5.0,-12.587,0.0,0.0616,0.68,0.24,0.606,0.804,114.078,188240.0,4.0
T-Bone Shuffle,1HRx7dciQYCv76XvbBDAGM,Albert Collins,1uFixbBAduJkFAeRKznkvW,blues,"['electric', 'blues', 'texas', 'modern']",0.537,0.695,11.0,-9.88,1.0,0.0377,0.00393,0.188,0.084,0.77,131.30700000000002,295693.0,4.0
Why I Sing The Blues,2bIfM0ZOF4gxK1BeqH3Djm,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,blues,"['classic', 'soul', 'blues', 'traditional', 'electric', 'jazz']",0.792,0.495,0.0,-11.603,1.0,0.0527,0.239,0.00175,0.07400000000000001,0.7190000000000001,118.066,517400.0,4.0
Juke,57W5o6ojTFtydDMZ0mDDB3,Little Walter,22JuR9OeENcP54XN5TlNWS,blues,"['louisiana', 'rock-and-roll', 'acoustic', 'blues', 'traditional', 'harmonica', 'electric', 'chicago']",0.5660000000000001,0.657,4.0,-10.33,1.0,0.0693,0.7509999999999999,0.8959999999999999,0.156,0.643,145.359,164893.0,4.0
Double Trouble,7pzDaHQx6WFWtdx9PLPxcx,Otis Rush,1h0hOL3bVcYlg4xcSjU7fP,blues,"['modern', 'blues', 'traditional', 'electric', 'chicago']",0.5660000000000001,0.424,7.0,-8.689,0.0,0.0392,0.669,0.00456,0.175,0.431,105.768,163440.0,1.0
I'm A King Bee,2uDIGXUD5hLdM7wzyl1PaR,Slim Harpo,36hwOoNPgnsKnhoMBYpJrJ,blues,"['louisiana', 'rock-and-roll', 'swamp', 'acoustic', 'blues', 'traditional', 'harmonica', 'electric', 'rhythm']",0.693,0.454,10.0,-10.275,0.0,0.03,0.417,0.000315,0.156,0.914,112.214,183133.0,4.0
Ain't Got Nobody,4lbqUtqgX3dITgYJMBjCDS,Hound Dog Taylor,737qPoiQQkeuIzuJy54aK4,blues,"['acoustic', 'blues', 'traditional', 'electric', 'chicago']",0.536,0.723,8.0,-13.898,0.0,0.0415,0.165,0.00812,0.28800000000000003,0.916,126.737,210493.0,4.0
All Your Love,73GEVn1tqk9bn0KbtWsiqj,Magic Sam,0XErJwG6aCEj7NpKsEZrrO,blues,"['soul', 'acoustic', 'blues', 'traditional', 'electric', 'chicago']",0.433,0.7,11.0,-8.197000000000001,1.0,0.163,0.843,0.324,0.102,0.8,80.623,176186.0,4.0
Reconsider Baby,6KSa2Y1HnG0XlPQfEN4Xgi,Lowell Fulson,3VhvGNnWfzmlEyiuhzdgf5,blues,"['jump', 'soul', 'boogie-woogie', 'texas', 'blues', 'traditional', 'electric']",0.636,0.6679999999999999,0.0,-6.857,1.0,0.0568,0.7490000000000001,0.00121,0.0555,0.6659999999999999,94.668,189133.0,4.0
Love Struck Baby,5MVMARaMoclifNmBtPu0dD,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,blues,"['classic', 'modern', 'texas', 'instrumental', 'blues', 'rock', 'electric', 'album']",0.5479999999999999,0.8740000000000001,8.0,-10.147,1.0,0.0463,0.279,0.0463,0.173,0.966,172.12900000000005,141933.0,4.0
Should I Wait,44s75M70lhq25s3CiW0pxq,Luther Allison,7EynH3keqfKUmauyaeZoxv,blues,"['electric', 'blues', 'chicago', 'modern']",0.638,0.738,9.0,-9.563,1.0,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600.0,3.0
Leaving Trunk,3E0VKSvZp76kvBU2WwwBul,Taj Mahal,1aTDTChWWyiJH3SEnYrdVp,blues,"['funk', 'roots', 'classic', 'jam', 'soul', 'modern', 'acoustic', 'blues', 'country', 'traditional', 'harmonica', 'jazz', 'folk']",0.542,0.502,3.0,-10.607,0.0,0.0515,0.195,0.00812,0.174,0.948,174.11,289560.0,4.0
Going Down,2wnjZXcAT3rCjjqxLeHjv7,Freddie King,5dCuFngSPyOOnTAvrC7v2s,blues,"['classic', 'texas', 'blues', 'traditional', 'electric']",0.565,0.526,0.0,-11.352,1.0,0.0365,0.0339,0.000119,0.11,0.637,167.93599999999995,204333.0,4.0
Be Careful With a Fool,3YGsgJqtIWKjMjZtKLk11Z,Johnny Winter,2ODUxmFxJSyvGiimNhMHbO,blues,"['hard', 'classic', 'modern', 'texas', 'blues', 'country', 'rock', 'electric']",0.294,0.736,7.0,-7.961,0.0,0.151,0.282,0.0418,0.102,0.753,208.576,314880.0,3.0
My Babe,4KMXlzvtC8xjLseDqDjpeU,Little Walter,22JuR9OeENcP54XN5TlNWS,blues,"['louisiana', 'rock-and-roll', 'acoustic', 'blues', 'traditional', 'harmonica', 'electric', 'chicago']",0.6759999999999999,0.334,5.0,-10.572,1.0,0.0508,0.862,0.0,0.32,0.867,158.0,162040.0,4.0
The Sky Is Crying,1cRTAPP2FG9h2WiYMOIVIK,Elmore James,0q9kpdDkEA3H17gcRMjgVS,blues,"['rock-and-roll', 'blues', 'traditional', 'electric', 'chicago', 'delta']",0.294,0.611,2.0,-6.268,1.0,0.0348,0.0226,0.435,0.114,0.5670000000000001,178.19099999999997,166400.0,3.0
Junker's Blues,31GIhpOQpKCzlnuPn03pBQ,Champion Jack Dupree,1NnRjWELSLqFONDhwc8VU7,blues,"['memphis', 'louisiana', 'barrelhouse', 'new', 'piano', 'acoustic', 'blues', 'traditional', 'electric', 'rhythm']",0.779,0.155,5.0,-21.57,1.0,0.112,0.856,7.82e-06,0.0974,0.696,103.252,192707.0,4.0
Don't Start Me To Talkin',1f9FEeBWZkuT4ItJZwsJ2l,Sonny Boy Williamson II,69VgCcXFV59QuQWEXSTxfK,blues,"['rock-and-roll', 'acoustic', 'blues', 'country', 'traditional', 'harmonica', 'chicago', 'delta']",0.5820000000000001,0.75,7.0,-11.206,1.0,0.113,0.54,8.25e-06,0.337,0.6859999999999999,114.104,156893.0,4.0
Rollin' Stone,61K6lqGyrl2Aerk0LjAZem,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,blues,"['classic', 'soul', 'blues', 'traditional', 'electric', 'chicago']",0.629,0.0192,4.0,-19.952,1.0,0.0833,0.989,4.3e-05,0.106,0.335,169.25400000000005,188160.0,4.0
Walking By Myself,36ccrof5DFicLrejE4hEye,Jimmy Rogers,20k4RFKXyboeDSz9bjumx0,blues,"['boogie-woogie', 'acoustic', 'blues', 'traditional', 'chicago']",0.621,0.519,11.0,-13.328,0.0,0.102,0.8370000000000001,0.00246,0.162,0.775,117.005,167267.0,4.0
Mean Old World,3gg0xEc2b4eEbYySLmfFU1,T-Bone Walker,6nPKmEbQmR8jGZEm7ArOFX,blues,"['rock-and-roll', 'texas', 'blues', 'traditional', 'electric', 'jazz', 'chicago']",0.73,0.235,0.0,-15.276,1.0,0.0355,0.527,0.0112,0.0663,0.624,87.226,247373.0,4.0
I'd Rather Go Blind,1kPBT8S2wJFNAyBMnGVZgL,Etta James,0iOVhN3tnSvgDbcg25JoJb,blues,"['soul', 'adult', 'vocal', 'torch', 'jazz']",0.477,0.433,11.0,-6.473,0.0,0.0247,0.6890000000000001,0.000195,0.151,0.611,82.52,156653.0,3.0
Give Me Back My Wig,65dalI2zUxJy2ITurZAaUb,Hound Dog Taylor,737qPoiQQkeuIzuJy54aK4,blues,"['acoustic', 'blues', 'traditional', 'electric', 'chicago']",0.642,0.708,9.0,-13.402,1.0,0.0543,0.0346,0.0103,0.0844,0.775,108.143,215800.0,4.0
The Thrill Is Gone,4VCl2a5JvdrEx6PL2P29ty,B.B. King,5xLSa7l4IV1gsQfhAMvl0U,blues,"['classic', 'soul', 'blues', 'traditional', 'electric', 'jazz']",0.5539999999999999,0.516,9.0,-6.819,0.0,0.0255,0.224,0.28600000000000003,0.0548,0.562,90.309,324267.0,4.0
Mannish Boy,58PSYdY0GFg0LFb2PxYk4T,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,blues,"['classic', 'soul', 'blues', 'traditional', 'electric', 'chicago']",0.598,0.735,2.0,-10.882,1.0,0.0973,0.44,0.000215,0.6809999999999999,0.615,111.129,321133.0,3.0
I Can't Quit You Baby,2PcbVKT28p9mOlWBDL371J,Willie Dixon,5v8WPpMk60cqZbuZLdXjKY,blues,"['jump', 'acoustic', 'blues', 'traditional', 'electric', 'chicago']",0.469,0.236,7.0,-16.980999999999998,1.0,0.0364,0.407,0.0434,0.215,0.415,82.23200000000001,399173.0,4.0
Somebody Loan Me A Dime,71zy5nvPveBvRVhR5IduJW,Fenton Robinson,5WFeN8vtX0TYqv0IYVbWZT,blues,"['swamp', 'electric', 'louisiana', 'blues']",0.6679999999999999,0.583,3.0,-8.889,1.0,0.0768,0.468,3.620000000000001e-05,0.337,0.818,118.655,179693.0,3.0
Working Man,4Gia17DzXBhYFbYiJj6SyW,Otis Rush,1h0hOL3bVcYlg4xcSjU7fP,blues,"['modern', 'blues', 'traditional', 'electric', 'chicago']",0.633,0.625,0.0,-10.951,1.0,0.0436,0.4920000000000001,0.000418,0.204,0.841,103.355,147800.0,4.0
Hound Dog,21qlCjNYLq9jPRR15v4Jyo,Big Mama Thornton,6bR0cgMtkCVpm0I5yrDNzO,blues,"['texas', 'acoustic', 'blues', 'traditional', 'harmonica', 'electric', 'rhythm']",0.552,0.542,9.0,-10.862,1.0,0.0977,0.7040000000000001,3.59e-05,0.355,0.784,133.313,181000.0,4.0
Mad About You,5fBjPtOxhgdpU6LNWLyVHv,Son Little,4lujUKeO6nQAJXpq37Epn7,blues,"['funk', 'soul']",0.599,0.377,7.0,-9.829,1.0,0.105,0.441,0.00813,0.105,0.5429999999999999,74.314,213137.0,4.0
You And I,4Ly3chvUwMe19RTKm8YtFP,Valerie June,4QZdOCb3UacKbQ1ybDFAKM,blues,"['indie', 'memphis', 'new']",0.398,0.56,7.0,-6.839,1.0,0.0352,0.516,0.165,0.316,0.431,131.30200000000002,219053.0,3.0
Uncivil War,1JvJA6efPZjMOdak2vrkkh,Shemekia Copeland,4CNjyWtO59j6Ih6S0n73ee,blues,"['electric', 'blues', 'soul', 'modern']",0.612,0.487,10.0,-6.881,1.0,0.0326,0.7609999999999999,0.0,0.116,0.398,122.991,285990.0,3.0
Oak Tree,47dOtJjjwVkbKW244db2dE,Mirel Wagner,599W9qxs3LzkiiEmkoK6Kx,blues,['finnish'],0.544,0.253,3.0,-12.401,1.0,0.0304,0.882,0.504,0.108,0.204,100.048,180078.0,4.0
Stay High,3fDqdR9QqcsgFTRFqy14Ki,Brittany Howard,4XquDVA8pkg5Lx91No1JxB,blues,"['neo', 'modern']",0.598,0.853,9.0,-5.372999999999998,1.0,0.0546,0.132,0.00298,0.132,0.315,122.012,191396.0,1.0
Ain't Gotta Worry Child,112GY487AYZ0Q0zB9KYv3x,Charley Crockett,3BJX1nYizKvWpZTY5HOAr4,blues,"['new', 'roots', 'alternative', 'deep']",0.595,0.461,9.0,-9.311,0.0,0.07,0.861,0.00678,0.14300000000000002,0.767,85.171,185280.0,4.0
Medicine Woman,3S9rZU1GDPhs8WNDv5HQSs,Robert Finley,29mRqqZ15WaYjEsKNzcRkv,blues,[],0.597,0.773,4.0,-5.544,0.0,0.0933,0.16699999999999998,0.0008960000000000002,0.126,0.652,104.486,157093.0,4.0
"Forget - Live from Spotify, NYC",1gpyfbutOl79qgVjMrZQOe,Lianne La Havas,2RP4pPHTXlQpDnO9LvR7Yt,blues,"['neo', 'indie', 'soul', 'pop', 'british']",0.5579999999999999,0.38,10.0,-12.970999999999998,0.0,0.0988,0.936,0.000228,0.147,0.485,96.045,278692.0,4.0
Take Me Down,5NFV5HquTXQXR3q384YMhc,Gary Clark Jr.,01aC2ikO4Xgb2LUpf9JfKp,blues,"['funk', 'soul', 'modern', 'texas', 'blues', 'rock', 'electric']",0.404,0.398,7.0,-9.907,1.0,0.0289,0.205,0.0125,0.0917,0.251,75.867,287484.0,4.0
Wednesday Morning Atonement,1jJeYe1XBYid6aiTcHlBC1,Curtis Harding,0CUpzKPDfIVzYqMn47jiV3,blues,"['psychedelic', 'funk', 'soul']",0.403,0.611,5.0,-5.852,1.0,0.0323,0.308,0.0168,0.117,0.234,156.15,268733.0,4.0
Sound & Color,65wx71brAmEQz66GXXF8gI,Alabama Shakes,16GcWuvvybAoaHr0NqT8Eh,blues,"['rock', 'indie', 'alabama', 'modern']",0.547,0.43,2.0,-7.393,1.0,0.0667,0.848,0.613,0.0825,0.175,114.729,182467.0,4.0
Set My Soul on Fire,5yuqWMCOtMY0IBaQCBzqT5,The War and Treaty,6HhV0jtMMK5HYnYgG0xgtz,blues,"['indie', 'funk', 'new']",0.507,0.328,11.0,-10.767,0.0,0.0382,0.484,0.0,0.128,0.299,122.416,299680.0,4.0
Sober,1s7Max0epbgOzPtsFfh5d6,Earl St. Clair,0h9IuyuhaLBJWOpebvgTk5,blues,['funk'],0.475,0.723,10.0,-2.738,0.0,0.0521,0.0917,0.000678,0.0634,0.745,176.99599999999995,179311.0,3.0
Dope Queen Blues,5FixijSOYM02IlrVTGm0Z8,Adia Victoria,1HKGjRPwI0gaFyv4aSWPPl,blues,"['alternative', 'new']",0.5720000000000001,0.7040000000000001,8.0,-7.891,1.0,0.0979,0.601,0.565,0.0891,0.604,80.482,186067.0,4.0
Hard to Stay Cool,1sA5P8waghOeBj5nc1S4XZ,Cedric Burnside,5tuhrLilxNi6N7D6VeQZnc,blues,"['memphis', 'modern']",0.5920000000000001,0.23,2.0,-12.813,0.0,0.0391,0.585,0.000118,0.138,0.537,138.81799999999998,334360.0,4.0
Colors - Acoustic,7ubLP1DYpvxm4WMsRCKmmv,Black Pumas,6eU0jV2eEZ8XTM7EmlguK6,blues,['retro'],0.607,0.4320000000000001,1.0,-7.466,0.0,0.0311,0.648,4.25e-06,0.308,0.429,171.548,323009.0,4.0
River,0NeJjNlprGfZpeX2LQuN6c,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,blues,"['soul', 'modern']",0.6579999999999999,0.179,8.0,-10.866,1.0,0.0448,0.6890000000000001,0.0,0.17,0.191,128.128,238560.0,4.0
(No One Knows Me) Like the Piano,5zOnoB8FdZudDcPX4O8WqF,Sampha,2WoVwexZuODvclzULjPQtm,blues,"['indie', 'alternative']",0.621,0.199,10.0,-13.788,1.0,0.0344,0.976,0.00186,0.107,0.17800000000000002,128.905,218160.0,4.0
Take Me In,4AAFd6yIz0UwjxKsmStjrR,The War and Treaty,6HhV0jtMMK5HYnYgG0xgtz,blues,"['indie', 'funk', 'new']",0.433,0.242,0.0,-10.731,1.0,0.0322,0.353,0.0,0.118,0.163,139.958,227893.0,4.0
belladonna,0nrFU9qiAFB8ATkkPPlDJl,Son Little,4lujUKeO6nQAJXpq37Epn7,blues,"['funk', 'soul']",0.586,0.401,6.0,-11.063,0.0,0.223,0.128,0.00472,0.263,0.405,115.951,195341.0,4.0
Over You,49YzZ6c0PalgJNqZSnfJrn,Seratones,7D9TOQJq1HnpnQZlNNYWqc,blues,[],0.73,0.679,7.0,-3.994,1.0,0.0273,0.00209,0.000256,0.114,0.7959999999999999,111.959,161676.0,4.0
Diving Duck Blues,0hK8IwYBQwGbTgd7C5XyRZ,Taj Mahal,1aTDTChWWyiJH3SEnYrdVp,blues,"['funk', 'roots', 'classic', 'jam', 'soul', 'modern', 'acoustic', 'blues', 'country', 'traditional', 'harmonica', 'jazz', 'folk']",0.603,0.265,8.0,-11.627,1.0,0.0372,0.8059999999999999,1.65e-06,0.12,0.71,131.188,268347.0,4.0
Jealousy,0Y5sHKGRi3WR1Bb0ZDvTs5,The War and Treaty,6HhV0jtMMK5HYnYgG0xgtz,blues,"['indie', 'funk', 'new']",0.632,0.506,5.0,-7.622000000000001,0.0,0.0307,0.0109,0.000242,0.163,0.609,132.023,235666.0,4.0
Believe,44HwerWFM8qbpcDL6nJ0xS,Benjamin Booker,7mZgBMpvaBziYQfc9TbJH5,blues,"['funk', 'modern']",0.564,0.5670000000000001,0.0,-8.58,1.0,0.0254,0.192,0.00807,0.35700000000000004,0.593,83.61399999999998,234274.0,4.0
History Repeats,7u0FwjCZoc3uZA4OJtlUrB,Brittany Howard,4XquDVA8pkg5Lx91No1JxB,blues,"['neo', 'modern']",0.555,0.933,11.0,-6.287000000000001,0.0,0.118,0.4370000000000001,0.307,0.267,0.616,97.878,184827.0,4.0
One More Night,0f2zcrhhHT59aIGQvRlTZ1,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,blues,"['neo', 'funk', 'psychedelic', 'soul', 'british']",0.684,0.764,6.0,-5.3420000000000005,0.0,0.0254,0.0129,0.000171,0.141,0.944,107.806,233413.0,4.0
Good To You,7t7VTdIZS01AfR2w2SHb17,Jonny P,3UtTKOuKlWMQPSCyIvCDl6,blues,['retro'],0.789,0.38,1.0,-10.662,1.0,0.0362,0.358,0.0207,0.0928,0.7020000000000001,92.028,158855.0,4.0
Empty Me Out,3xEx3xxA06MuO4SGZ4jrkV,Liz Vice,5KYcfVCcUgV4d1KP3Wozyx,blues,"['portland', 'roots']",0.7390000000000001,0.355,0.0,-10.571,1.0,0.0285,0.177,0.16899999999999998,0.299,0.7509999999999999,95.985,277675.0,4.0
Plastic Hambugers,7JrNYrzDs24TQwxLsTU88c,Fantastic Negrito,5QXLMdpKeByOo5ypH9gT13,blues,"['bay', 'funk', 'modern']",0.634,0.779,9.0,-6.607,1.0,0.0361,0.0255,0.00103,0.342,0.562,82.00299999999999,217451.0,4.0
Cradle Rock,0OVWOIMbfPWn2aVEzTclkN,Joe Bonamassa,2SNzxY1OsSCHBLVi77mpPQ,blues,"['electric', 'blues', 'modern']",0.411,0.91,2.0,-4.867,1.0,0.0392,0.000243,0.00082,0.0931,0.613,106.675,230027.0,4.0
True Lies,1vcUlV02bvKQn6ryzZqDVL,Kenny Wayne Shepherd,1riHqX633Kup3mJAw8WR8p,blues,"['classic', 'modern', 'blues', 'country', 'rock', 'electric']",0.3670000000000001,0.769,9.0,-7.257999999999999,1.0,0.0317,0.00032,0.628,0.0631,0.7,173.18599999999995,348040.0,4.0
Plastic Hamburgers,2bmBc4ovS9p18e1IUYHSE9,Fantastic Negrito,5QXLMdpKeByOo5ypH9gT13,blues,"['bay', 'funk', 'modern']",0.634,0.779,9.0,-6.607,1.0,0.0361,0.0255,0.00103,0.342,0.562,82.00299999999999,217451.0,4.0
Diamonds & Gold,0PnyMytBrk2X9T5pYmati9,Kenny Wayne Shepherd,1riHqX633Kup3mJAw8WR8p,blues,"['classic', 'modern', 'blues', 'country', 'rock', 'electric']",0.574,0.846,8.0,-5.7029999999999985,1.0,0.0339,0.0371,4.08e-05,0.0464,0.794,92.04,317773.0,4.0
Venom,3IxskaJgntwUcXt9SK3LhL,Richie Kotzen,6nYo7m5cO64bANRvilwVBb,blues,"['neo', 'shred']",0.471,0.8859999999999999,8.0,-3.627,1.0,0.0496,0.0026100000000000003,0.0942,0.124,0.473,100.025,236719.0,4.0
Spirit,20TX7Hlne2EOyuVjOmrCfv,Philip Sayce,5Npr4HpRE8YlsisRjN9T8h,blues,"['electric', 'blues', 'modern']",0.479,0.905,4.0,-6.606,0.0,0.0565,0.0007599999999999999,0.00219,0.326,0.274,90.007,218088.0,4.0
Riot,0tAXV5rJfrMcqTOPNzv9og,Richie Kotzen,6nYo7m5cO64bANRvilwVBb,blues,"['neo', 'shred']",0.599,0.906,11.0,-5.132999999999999,0.0,0.0641,0.0158,2.47e-05,0.108,0.7120000000000001,120.024,302423.0,4.0
Hump Thru the Winter,1Y2zuzC8ScFpyvRaiK6QRR,Fantastic Negrito,5QXLMdpKeByOo5ypH9gT13,blues,"['bay', 'funk', 'modern']",0.7340000000000001,0.6970000000000001,0.0,-5.573,0.0,0.16399999999999998,0.187,0.0,0.149,0.537,76.018,234188.0,4.0
Morning Star,68vlQoNTUDvujcUVwdMkT1,Philip Sayce Group,2aV2zINHEpRvHLmXl8AaRO,blues,[],0.393,0.913,8.0,-5.009,1.0,0.0713,0.00683,0.00328,0.0547,0.6509999999999999,78.157,309533.0,4.0
She Was a Doorman,1CgGro1rXhkxs7LviofPyT,Ana Popovic,5kPUAJihniO5WfEfbOCjLf,blues,"['electric', 'blues', 'modern']",0.431,0.892,0.0,-4.103,1.0,0.114,0.0768,1.49e-05,0.211,0.8440000000000001,185.965,243200.0,4.0
Big Mouth,5mCuc8RrujOdKaqQ5dH9so,Mike Zito,4IPDnwurwc0J2tXUty2hO4,blues,"['power', 'electric', 'blues', 'modern']",0.604,0.743,5.0,-6.442,0.0,0.0349,0.0971,0.000131,0.0604,0.823,99.37,248080.0,4.0
Few And Far Between,0yThOHWoOPPUFSW4oA6yT1,Shannon Curfman,2sn2g4lNGlsAoJm15MOM7x,blues,['modern'],0.574,0.627,11.0,-6.182,0.0,0.122,0.0846,0.0,0.0351,0.8640000000000001,190.415,234160.0,4.0
Dark Side of Love,6EbzWtH5vZb9gq39Ql8XYI,Kenny Wayne Shepherd,1riHqX633Kup3mJAw8WR8p,blues,"['classic', 'modern', 'blues', 'country', 'rock', 'electric']",0.525,0.879,11.0,-4.927,0.0,0.0469,0.0582,0.00396,0.123,0.8420000000000001,118.079,260987.0,4.0
Love Is,5F9vJi7cNW7FLpdQc50LKm,Tommy Castro,3qcmjQYtotraA2JrvN8165,blues,"['power', 'soul', 'modern', 'blues', 'electric']",0.76,0.7759999999999999,5.0,-5.0939999999999985,0.0,0.0645,0.0315,0.000124,0.102,0.935,99.006,280480.0,4.0
The Damned,7wl9VAQmGJcWTStbeKhKHf,Richie Kotzen,6nYo7m5cO64bANRvilwVBb,blues,"['neo', 'shred']",0.479,0.939,11.0,-3.826,0.0,0.059,0.0417,3.66e-06,0.32299999999999995,0.547,93.047,279086.0,4.0
Carry Yourself,4wwyCumdNnXjIGt7YyLCJE,Eric Gales,3x8RBu8okCCBLi5vnY4UyV,blues,"['electric', 'blues', 'modern']",0.675,0.575,7.0,-4.896,0.0,0.0303,0.736,0.0171,0.119,0.778,85.962,323427.0,4.0
Just in case,2SMDdT0TPMtDmYGeeDKUhq,Paulo Mendonca,5IXO0yGQMScYQMsWg6L8YG,blues,"['swedish', 'modern']",0.536,0.969,6.0,-2.62,0.0,0.0915,0.43,1.26e-06,0.08199999999999999,0.805,84.881,239575.0,4.0
Find a Way,4PTfrK6IhnTOd7SRpH17EK,Robert Randolph & The Family Band,4xac3zhHlBm5QDxbZeqgeR,blues,"['sacred', 'jam', 'modern']",0.442,0.78,5.0,-5.5760000000000005,1.0,0.0479,0.006999999999999999,0.0,0.16699999999999998,0.6659999999999999,154.001,236787.0,4.0
Chills & Thrills,2WA1bjJmejhimkPEAJZIAw,Bernard Allison,0oLmGtqMpKAAVNJyJ71AcI,blues,"['power', 'electric', 'blues', 'modern']",0.723,0.657,2.0,-5.372000000000001,1.0,0.0429,0.0035700000000000007,0.0179,0.0563,0.8029999999999999,116.175,275733.0,4.0
Point of View,7xvRzWO7VuKSiQM1BWkEcs,Henrik Freischlader,2RQuyY0nQqKOtzhBhghSGu,blues,"['power', 'german', 'modern', 'blues', 'electric']",0.317,0.924,1.0,-3.369,0.0,0.0497,0.0175,0.000148,0.345,0.701,202.18,248707.0,4.0
Love Sweet Love,34mId8TooqXQhb186K05aV,Anthony Gomes,0aBEiafPqEJ3o0yp6gFsHg,blues,"['power', 'canadian', 'modern', 'blues', 'electric']",0.612,0.777,1.0,-2.843,0.0,0.0262,0.295,0.0,0.126,0.857,110.978,209907.0,4.0
Open Road,4kAOHwPEBawS1znACiyuqA,Oli Brown,2b5hTGWhfcA88PyeZAJ3Ma,blues,"['power', 'modern']",0.628,0.5760000000000001,11.0,-4.694,0.0,0.0565,0.212,4.47e-05,0.315,0.693,92.01,227680.0,4.0
Who Do You Love?,4v4zFRDRkXyGPTRyYur26i,Joanne Shaw Taylor,3FmTlY1F9dQyRursrsUaU7,blues,"['electric', 'blues', 'modern']",0.629,0.648,8.0,-14.063,1.0,0.0382,0.0203,0.0356,0.299,0.691,104.014,187246.0,4.0
Soul On Fire,4Ebvh7oe6LJ0QdLtIOiaU5,Saint Jude,5bk7jL6NrCWUqdtZ6t9m8z,blues,[],0.46,0.858,5.0,-4.495,1.0,0.0392,0.000233,6.720000000000001e-05,0.0741,0.502,131.54,224773.0,4.0
Love Ain't a Love Song,6U7s8WTYhJgCQuaS1RYgL2,Joe Bonamassa,2SNzxY1OsSCHBLVi77mpPQ,blues,"['electric', 'blues', 'modern']",0.471,0.944,10.0,-4.673,0.0,0.0686,0.0007440000000000001,0.000587,0.193,0.763,94.414,228520.0,4.0
Crazy Blues,5j6tQBJnNG4wLLdVISJ5g2,Mamie Smith,2HS2wQTJXpA65XWOKlAVxk,blues,"['harlem', 'traditional']",0.436,0.17800000000000002,5.0,-13.36,1.0,0.0448,0.996,0.912,0.259,0.464,111.858,202240.0,4.0
Devil Got My Woman,1bWh9hOkQGahfQ0rEqvaGR,Skip James,2zlMeTjA7szCmqcJjBzYXJ,blues,"['acoustic', 'blues', 'country', 'traditional', 'delta']",0.508,0.151,2.0,-14.984000000000002,1.0,0.0324,0.986,0.0465,0.172,0.523,85.12799999999999,181787.0,4.0
All Around Man,04O45djDgdvw08HOkouSKW,Bo Carter,2naDLHeKqXSHT3DMII2eqb,blues,"['acoustic', 'blues', 'country', 'traditional', 'delta']",0.579,0.18,5.0,-15.873,1.0,0.0642,0.979,0.0403,0.0948,0.414,145.128,180093.0,4.0
You Was Born To Die,3Yt6mXwFK3GMQ3Jzzk0yIN,Curley Weaver,6NkmPGz9etvaz1jn4QQWKS,blues,"['traditional', 'piedmont']",0.564,0.269,2.0,-13.749,1.0,0.0443,0.995,0.00483,0.132,0.602,103.355,171546.0,4.0
Guitar Rag,5xwCQuoGnPdgqw2omrgmCq,Sylvester Weaver,2m2vWbN6WZU0Mtv569ndeb,blues,['traditional'],0.467,0.122,2.0,-22.241,1.0,0.0366,0.954,0.902,0.132,0.411,111.256,178333.0,4.0
